"No.","Time","Source","Destination","Protocol","Length","Info"
"9178","51.127563","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9179","51.133896","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9180","51.138308","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9181","51.138308","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9182","51.148337","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9183","51.152106","128.206.20.147","128.206.20.43","UDP","620","60857  >  49639 Len=578"
"9184","51.153887","128.206.20.147","128.206.20.43","UDP","132","60857  >  49636 Len=90"
"9185","51.157965","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9186","51.160374","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9187","51.167391","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9188","51.179910","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9189","51.182930","128.206.20.43","128.206.20.147","UDP","534","49639  >  60857 Len=492"
"9190","51.187937","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9191","51.199473","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9192","51.204483","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9193","51.208583","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9194","51.218169","128.206.20.147","128.206.20.43","UDP","620","60857  >  49639 Len=578"
"9195","51.220257","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9196","51.226197","128.206.20.43","128.206.20.147","UDP","143","49639  >  60857 Len=101"
"9197","51.228564","128.206.20.43","128.206.20.147","UDP","82","49636  >  60857 Len=40"
"9198","51.228565","128.206.20.43","128.206.20.147","UDP","221","49636  >  60857 Len=179"
